ind,pop,continent,country,latitude,longitude,sample_size,contributor,data_set,type,samples_size
lithuania2,Lithuanian,WestEurasia,Lithuania,54.9,23.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte,HOG,array,0
LithuanianD1,Lithuanian,WestEurasia,Lithuania,54.9,23.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Vaidutis Kučinskas / Ingrida Uktveryte,HOG,array,0
iran19,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran14,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran2,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran20,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran3,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran11,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran16,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
iran17,Iranian,WestEurasia,Iran,35.6,51.5,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria464,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria361,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria485,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria520,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria4,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria461,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria6,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
syria7,Syrian,WestEurasia,Syrian,35.1,36.9,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon5,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon6,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon7,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon8,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon1,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon2,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon3,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Lebanon4,Lebanese,WestEurasia,Lebanon,33.8,35.6,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan543,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan214,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan445,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan62,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan603,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan307,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan503,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan646,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Jordan384,Jordanian,WestEurasia,Jordan,32.1,35.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
SaudiA5,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
SaudiA6,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
SaudiA7,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
saudi1434,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
saudi1424,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
SaudiA9,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
SaudiA1,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
saudi1403,Saudi,WestEurasia,Saudi_Arabia,18.5,42.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Yemen2,Yemen,WestEurasia,Yemen,14,44.6,7,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Yemen3,Yemen,WestEurasia,Yemen,14,44.6,7,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Yemen5,Yemen,WestEurasia,Yemen,14,44.6,7,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Yemen9,Yemen,WestEurasia,Yemen,14,44.6,7,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Yemen10,Yemen,WestEurasia,Yemen,14,44.6,7,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Yemenese1529,Yemen,WestEurasia,Yemen,14,44.6,7,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt7,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt9,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt10,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt3,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt11,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt1,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
Egypt12,Egyptian_Metspalu,Africa,Egypt,30.2,31.2,8,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu,HOG,array,0
bal102,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal64,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal124,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal97,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal136,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal22,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal41,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal42,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal45,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
bal50,Balkar,WestEurasia,Russia,43.5,43.6,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg43,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg47,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg22,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg49,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg23,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg62,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg27,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg31,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg34,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
mg40,Georgian_Megrels,WestEurasia,Georgia,42.5,41.9,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia19,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia2,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia3,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia5,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia11,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia8,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia12,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia9,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia14,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
NorthOssetia17,North_Ossetian,WestEurasia,Russia,43,44.7,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch126,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch16,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch174,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch179,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch193,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch21,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch3,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch113,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
ch31,Chechen,WestEurasia,Russia,43.3,45.7,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh27,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh107,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh41,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh119,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh122,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh133,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh147,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh154,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
abh24,Abkhasian,WestEurasia,Georgia,43,41,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
armenia176,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia191,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia86,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia279,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia91,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia293,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia102,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia106,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia139,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
armenia162,Armenian,WestEurasia,Armenia,40.2,44.5,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Levon Yepiskoposyan / Hovhannes Sahakyan,HOG,array,0
lez38,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez40,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez49,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez31,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez7,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez33,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez9,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez36,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
lez37,Lezgin,WestEurasia,Russia,42.1,48.2,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay42,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay35,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay34,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay24,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay25,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay33,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay44,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay45,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
nogay46,Nogai,WestEurasia,Russia,44.4,41.9,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks44,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks93,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks98,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks90,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks40,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks94,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks41,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kumyks97,Kumyk,WestEurasia,Russia,43.3,46.6,9,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk11,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk32,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk9,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk14,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk67,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk13,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk39,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk55,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
kalmyk22,Kalmyk,CentralAsiaSiberia,Russia,46.2,45.3,10,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,HOG,array,0
